post_link,image_url
See the world through my eyes! 😎,2024-11-13T18:54:10.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/464860811_18587926825056421_286579273370967360_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi43MjB4MTI4MC5zZHIuZjc1NzYxLmRlZmF1bHRfY292ZXJfZnJhbWUifQ&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=f8jfS8K-UusQ7kNvgFc1zz1&_nc_gid=1d5425404ed841cab39a550044af99c7&edm=AP4sbd4BAAAA&ccb=7-5&ig_cache_key=MzUwMDU5MDMyNDQ0OTk0NTk1OQ%3D%3D.3-ccb7-5&oh=00_AYAW2rxt_cIYMaIaeEPWLSx0BbeYWLU45-1_S_6TxL6dsQ&oe=67492080&_nc_sid=7a9f4b
"7 anos da minha princesa 👸🏽❤️ Parabéns, meu amor!",2024-11-12T09:18:27.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/466381562_18587651965056421_6052518099466093336_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmY3NTc2MS5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=tKnlaO9yuEAQ7kNvgEdwlmK&_nc_gid=1d5425404ed841cab39a550044af99c7&edm=AP4sbd4BAAAA&ccb=7-5&ig_cache_key=MzQ5OTU4NTM3MTcxMTI1NjkyMQ%3D%3D.3-ccb7-5&oh=00_AYBkGd7POaPoXpnnJkn5a1n54XrFWUULDHqUICxxpILGeQ&oe=6749282B&_nc_sid=7a9f4b
"É um orgulho receber este prémio pela minha carreira na Seleção. Ainda há muito por conquistar! Obrigado, @portugal!",2024-11-12T08:20:25.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/466705957_18587646349056421_414711543697781384_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyLmY3NTc2MS5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=BCsZaE9ymygQ7kNvgHIi8cM&_nc_gid=1d5425404ed841cab39a550044af99c7&edm=AP4sbd4BAAAA&ccb=7-5&ig_cache_key=MzQ5OTU1NjE1NTIyOTkyOTk3Mw%3D%3D.3-ccb7-5&oh=00_AYArYyO2hA6zpAaInDppPNgsz4_Wj_jweJ3nwlWimYh2Aw&oe=674934CE&_nc_sid=7a9f4b
🎾 @lisboaracketcentre,2024-11-10T21:53:51.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/466168206_18587384971056421_8403691119250919003_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMjE0eDEyMTQuc2RyLmY3NTc2MS5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=dmKLVPCgZf8Q7kNvgEK0p1M&_nc_gid=1d5425404ed841cab39a550044af99c7&edm=AP4sbd4BAAAA&ccb=7-5&ig_cache_key=MzQ5ODUxNjAyNjY3NTYyOTQzMQ%3D%3D.3-ccb7-5&oh=00_AYA1NfD3L9opF7Q9ctKO2GoWlbvP3m0aClZlICm3MFmquQ&oe=6749487E&_nc_sid=7a9f4b
Victory fuels our rise,2024-11-08T20:15:56.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/466368384_18586973194056421_1214862776315273182_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyLmY3NTc2MS5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=UIyP52lAZ_8Q7kNvgFVLCaj&_nc_gid=1d5425404ed841cab39a550044af99c7&edm=AP4sbd4BAAAA&ccb=7-5&ig_cache_key=MzQ5NzAxNzE4NjkwNjY0NTM5Mw%3D%3D.3-ccb7-5&oh=00_AYDXDuJn0fdIQnlf09TEgmDu68ilwAPdpir-Gy1xxy8D0w&oe=674935E2&_nc_sid=7a9f4b
"A good way to start the day? A healthy breakfast. Herbalife Formula 1 delivers a balanced mix of protein, fiber, vitamins, and minerals.
#Herbalife #HealthyBreakfast",2024-11-07T09:34:14.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/465970763_18586690894056421_5511326620395664886_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmY3NTc2MS5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=dVVDaEtvAnUQ7kNvgGQTMl-&_nc_gid=535ae2eff2f44ae99969be49df227712&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzQ5NTk2OTQyODY5NTM2Mjg4NQ%3D%3D.3-ccb7-5&oh=00_AYAfe-qjMAGzIaDN0D_LyftZ6cVX8X60cAeqP7pSaMkWtw&oe=674913AD&_nc_sid=22de04
Big win! 💪🏼,2024-11-05T20:12:32.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/465686002_18586403716056421_8184039417543270449_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDEzOTkuc2RyLmY3NTc2MS5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=obC5VC0CyJgQ7kNvgERYj57&_nc_gid=535ae2eff2f44ae99969be49df227712&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzQ5NDg0MTEzOTA5MjIwMTgwMQ%3D%3D.3-ccb7-5&oh=00_AYDVvoVkgv5xshL6m0hOI6uCIy9_SPya9Q8zfVwuhm_54Q&oe=67491302&_nc_sid=22de04
We are ready.,2024-11-04T15:44:50.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/465391561_18586169164056421_3376697112904249049_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyLmY3NTc2MS5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=KXNIN5l8iU0Q7kNvgEUQ76G&_nc_gid=535ae2eff2f44ae99969be49df227712&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzQ5Mzk4MTYyMjQwNDA3MDQwNQ%3D%3D.3-ccb7-5&oh=00_AYDhgVCLXfXrdWOhqROkgtrUz12Tqzurx_TuC9adKouMag&oe=67491F9A&_nc_sid=22de04
"Recovery game strong! I try to use the ice bath as frequently as possible to help reset and recover my body for each upcoming game!!

All of it tracked on my @whoop",2024-11-02T17:42:52.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/465497605_18585767875056421_803220535182929823_n.jpg?stp=dst-jpegr_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuaGRyLmY3NTc2MS5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=l98NKbq-jcsQ7kNvgFHIVEK&_nc_gid=535ae2eff2f44ae99969be49df227712&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzQ5MjU5MTQ4MTY2MTc3OTM2NQ%3D%3D.3-ccb7-5&oh=00_AYD_DP2ZR9Oh2_e-mQ9foM-0TfJwzZf2aUzciffrN5lZIg&oe=6749125C&_nc_sid=22de04
The battle is far from over. Thank you all for the support today!,2024-11-01T20:38:07.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/465142748_18585581587056421_5824260139014049858_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyLmY3NTc2MS5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=9K5W8ISqmAgQ7kNvgGH2DXl&_nc_gid=535ae2eff2f44ae99969be49df227712&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzQ5MTk1NDkxNjI3OTM4NzEzNg%3D%3D.3-ccb7-5&oh=00_AYCloo4ZtXKLXdXM0bQAK8TK6Z0cfD8QH2w4hDO5Hp-0AA&oe=67493522&_nc_sid=22de04
"You in the stands, us on the pitch. Together as one! See you at the game tomorrow 🔥",2024-10-31T13:30:48.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t39.30808-6/464625415_1198990144920857_1098997181056234312_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMjgzeDEyODMuc2RyLmYzMDgwOC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=CKYrWbPkOuwQ7kNvgE5AKZF&_nc_gid=535ae2eff2f44ae99969be49df227712&edm=APoiHPcAAAAA&ccb=7-5&ig_cache_key=MzQ5MTAxNTA3NDA2NTgyNTEyNA%3D%3D.3-ccb7-5&oh=00_AYDgjLE5gNUnDmf1soS-gtxIIhXwMfwM0aU5I6V0FHsv2A&oe=674916B6&_nc_sid=22de04
Every challenge is an opportunity to grow.,2024-10-29T20:50:07.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/464963493_18584957194056421_5076456911096289621_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyLmY3NTc2MS5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=7bGI_izXb7EQ7kNvgEXd3ye&_nc_gid=535ae2eff2f44ae99969be49df227712&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzQ4OTc4NjYzOTU0NTM4Njg2OA%3D%3D.3-ccb7-5&oh=00_AYC2AEbvNPqpbXqSgrq5EHyftDdmUdScpMp7KiZLxJYc-A&oe=67492F57&_nc_sid=22de04
"Happy birthday, @alnassr. Proud to be part of the family! 🟡🔵",2024-10-24T18:22:28.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/464287784_18583897420056421_9143069680870364033_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyLmY3NTc2MS5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=UJVEeAS7EjMQ7kNvgE2npqI&_nc_gid=535ae2eff2f44ae99969be49df227712&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzQ4NjA4ODQzMjUxMjYwODM2Mw%3D%3D.3-ccb7-5&oh=00_AYA0BwsVxHU4s-98CroRfriv0KB2JyszNOsfMSgs9oTLpg&oe=67492E16&_nc_sid=22de04
Important win! Let’s keep going @alnassr!,2024-10-22T18:09:02.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/464169519_18583508641056421_4859177899858776524_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyLmY3NTc2MS5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=ADK209KPfasQ7kNvgE1RxaU&_nc_gid=535ae2eff2f44ae99969be49df227712&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzQ4NDYzMjEyODY2NTI5NTQ3Nw%3D%3D.3-ccb7-5&oh=00_AYAU0kRCq8Z8vRFasekCQv03DuMHpfeMuCehBqHt4MYCKA&oe=67493B85&_nc_sid=22de04
"Cristiano Ronaldo has joined Bioniq as a major shareholder! 🦾

After being a Bioniq member since 2022, Cristiano has made a significant investment, setting Bioniq’s latest valuation at $82M.

Beyond his investment, CR7 plans to take an active role in shaping Bioniq’s future, contributing to both brand and product development.

“Backing Bioniq is more than just a business decision for me—it’s about sharing a commitment to health, performance, and longevity,” said Cristiano Ronaldo. “I’ve been using their personalized health products for nearly three years, and I truly believe Bioniq has the power to change how people maintain peak performance and overall well-being.”

“Cristiano Ronaldo is the perfect partner and shareholder,” said Vadim Fedotov, Co-Founder and CEO of Bioniq. “As the ultimate embodiment of performance and longevity, Cristiano fully aligns with Bioniq’s values and mission. We are thrilled that the world’s leading athlete and advocate of a healthy lifestyle has trusted Bioniq since 2022. His personal experience with our products reinforces his belief in what we’re building, and his investment highlights his confidence in our vision as we continue to lead in personalized health.”

#Bioniq #CR7 #PeakPerformance #PersonalizedHealth #Longevity #healthoptimization",2024-10-22T15:16:12.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.29350-15/463956265_1514307382549157_3552736217477394539_n.heic?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE3OTUuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=OTha0YN4jTAQ7kNvgH5ucds&_nc_gid=535ae2eff2f44ae99969be49df227712&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzQ4NDU0NTEyMzc0NDk3MzM2Mw%3D%3D.3-ccb7-5&oh=00_AYDDNipCLAOIZ8tvi7Re_6uwrCgqW1HIQjEVPhzvbi_HOg&oe=6749387D&_nc_sid=22de04
🛫,2024-10-21T08:31:06.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/464094247_18583223023056421_5446542374842315343_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyLmY3NTc2MS5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=7APH0bABm38Q7kNvgEUQxm4&_nc_gid=535ae2eff2f44ae99969be49df227712&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzQ4MzYxNjQ2ODQwNTQ1NDM0NA%3D%3D.3-ccb7-5&oh=00_AYD_pUHytgabEQhoTtDaHjLIpFRJ4fgkEO2Lwxd7cj1H6Q&oe=674937AC&_nc_sid=22de04
We never give up!!,2024-10-18T20:57:08.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/463826230_18582713947056421_6652240263755809018_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyLmY3NTc2MS5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=TKpdIyfJXDQQ7kNvgF23RyS&_nc_gid=535ae2eff2f44ae99969be49df227712&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzQ4MTgxNzYyNzU4Njk3NDAzOA%3D%3D.3-ccb7-5&oh=00_AYA70Ptp3HQ-DuxKT3jzOw2OGsbNrcuruzzEfXRMlx6_lw&oe=67492319&_nc_sid=22de04
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
😎,2024-11-24T11:44:35.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/468071444_18589958587056421_7096770378443062208_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyLmY3NTc2MS5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=8xJhDBPVyEoQ7kNvgG3NTwj&_nc_gid=dcebb6048450469fa736c6216c242aec&edm=AP4sbd4BAAAA&ccb=7-5&ig_cache_key=MzUwODM1NjIyMjU5MDAwMDM2MA%3D%3D.3-ccb7-5&oh=00_AYAAvlr56rrKJFMJPKsJHjugHglHOsAuvcOK0uCuvxrrhw&oe=67493AF2&_nc_sid=7a9f4b
Do you think I’ll beat @mrbeast? 😏 Check out my full video on the UR Cristiano YouTube channel!,2024-11-21T14:02:50.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-19/278931269_360124899498969_9006978846103417088_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=5a4RE2ouAs0Q7kNvgHafajH&_nc_gid=dcebb6048450469fa736c6216c242aec&edm=AP4sbd4BAAAA&ccb=7-5&oh=00_AYAoZlU-QCSrLuGtUWPVCdy_Wxpg7dgWM4BmvIDc67ogFQ&oe=6749474E&_nc_sid=7a9f4b
"Our story… unfiltered!
Follow our journey as it unfolds in the Netflix docuseries, Saudi Pro League: Kickoff, now streaming on Netflix.

#SPLKickoff_Netflix @NetflixMENA",2024-11-21T08:30:21.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/467623718_18589348273056421_7582281926621199386_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi43MjB4MTI4MC5zZHIuZjc1NzYxLmRlZmF1bHRfY292ZXJfZnJhbWUifQ&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=_1E4iyohzYYQ7kNvgFxmuFP&_nc_gid=dcebb6048450469fa736c6216c242aec&edm=AP4sbd4BAAAA&ccb=7-5&ig_cache_key=MzUwNjA4MTk2NTQ5OTQ4Njg0MQ%3D%3D.3-ccb7-5&oh=00_AYCNcjA8-hk9_1pSZiO_Raft1CPXfXGauFZK6jH5ipyVMw&oe=67493BBB&_nc_sid=7a9f4b
Back to work 🟡🔵,2024-11-20T17:05:01.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/467623719_18589237930056421_1058988401817965521_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi44NDZ4ODQ2LnNkci5mNzU3NjEuZGVmYXVsdF9pbWFnZSJ9&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=7OWdXn4H6yMQ7kNvgFtgsMO&_nc_gid=dcebb6048450469fa736c6216c242aec&edm=AP4sbd4BAAAA&ccb=7-5&ig_cache_key=MzUwNTYxODM4OTg0ODY4MTIyMQ%3D%3D.3-ccb7-5&oh=00_AYBDIAqglMuJ9LO7SCs8fDWQDC116jtiVq0ndqr3OY4dOw&oe=6749493B&_nc_sid=7a9f4b
"When fiction and reality have something in common: @cristiano 🐐

#CR7 #CRISTIANORONALDO #PLAYFECTIONISM #CR7FRAGRANCES",2024-11-19T14:35:50.000Z,https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/467312826_18473359333042680_2894501041319482024_n.jpg?stp=dst-jpg_e15_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDE5MjAuc2RyLmY3NTc2MS5kZWZhdWx0X2NvdmVyX2ZyYW1lIn0&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=1&_nc_ohc=q6KwTUr04V4Q7kNvgGmWBR5&_nc_gid=dcebb6048450469fa736c6216c242aec&edm=AP4sbd4BAAAA&ccb=7-5&ig_cache_key=MzUwNDgxNzA4NTIwMTEwMDUzNw%3D%3D.3-ccb7-5&oh=00_AYCX1g1U50CbGIvCE6bkdP9bBSEStAIQAA4bkCZAVD8GnA&oe=674924D0&_nc_sid=7a9f4b
